state,q_values
"('O', 'O', 'X', 'O', ' ', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', 'O', ' ', ' ', ' ', 'O', 'X', 'O')","[ 0.          0.          0.         -9.99999488 10.          5.75480173
  0.          0.          0.        ]"
"('O', ' ', ' ', 'X', 'O', 'X', ' ', ' ', ' ')","[ 0.         -1.33584173  9.49900158  0.          0.          0.
 -1.4387344  -0.05715681  3.33996556]"
"(' ', 'O', 'X', 'X', 'X', ' ', 'O', ' ', 'O')","[-9.88656384  0.          0.          0.          0.         10.
  0.          9.34672515  0.        ]"
"(' ', 'O', 'X', 'X', 'X', 'X', 'O', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', 'X', 'O', 'X', ' ', 'O', ' ', ' ')","[ 0.          0.          0.          0.          0.          4.90812874
  0.          4.90833293 10.        ]"
"(' ', 'X', ' ', 'X', 'X', 'O', 'O', ' ', 'O')","[-10.           0.           6.34880805   0.           0.
   0.           0.          10.           0.        ]"
"('X', 'X', 'O', 'O', ' ', ' ', 'O', ' ', 'X')","[ 0.          0.          0.          0.         10.         -6.87488
  0.          8.87495175  0.        ]"
"(' ', 'O', ' ', ' ', 'X', 'X', 'O', 'O', 'X')",[10.  0. 10. 10.  0.  0.  0.  0.  0.]
"('X', 'O', ' ', ' ', 'X', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', 'O', 'X', 'O', 'X', ' ', ' ', ' ')","[ 0.          0.          0.          0.          0.          0.
  4.27709231 -9.984      -9.90542336]"
"('X', 'O', 'X', 'X', ' ', 'O', 'O', ' ', ' ')","[0.         0.         0.         0.         8.73849012 0.
 0.         4.75       8.5515098 ]"
"(' ', 'O', 'O', 'X', 'O', ' ', 'X', 'X', ' ')","[10.          0.          0.          0.          0.          6.22903214
  0.          0.         10.        ]"
"(' ', 'O', 'X', 'O', 'X', ' ', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'X', 'X', ' ', ' ', 'X', 'O', ' ')","[ 0.         0.         0.         0.        10.        -9.8740736
  0.         0.         6.249984 ]"
"('X', ' ', 'X', 'O', 'O', ' ', 'O', 'X', ' ')","[ 0.         10.          0.          0.          0.          9.5
  0.          0.          6.34984799]"
"('X', 'O', ' ', 'O', 'X', 'X', ' ', 'O', ' ')","[ 0.          0.          9.49999996  0.          0.          0.
  9.5         0.         10.        ]"
"(' ', ' ', 'O', ' ', 'O', 'X', 'X', 'X', 'O')","[ 8.55005885  4.25896871  0.         -9.9738419   0.          0.
  0.          0.          0.        ]"
"('X', ' ', ' ', 'O', 'O', 'X', ' ', 'X', 'O')","[0.         4.93877223 8.70201167 0.         0.         0.
 4.75       0.         0.        ]"
"(' ', 'O', 'X', 'O', ' ', 'X', ' ', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'O', ' ', 'O', 'O', 'X', 'X', ' ')",[  0. -10.   0.  10.   0.   0.   0.   0.  10.]
"(' ', 'X', 'X', ' ', 'X', 'O', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', 'X', 'X', ' ', 'O', 'O', 'X')",[10.   9.5  0.   0.   0.  10.   0.   0.   0. ]
"(' ', 'X', ' ', 'X', 'X', 'O', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'O', 'O', 'X', 'X', 'X', ' ', ' ')","[ 0.          4.90832562  0.          0.          0.          0.
  0.         -6.84900807  2.29468766]"
"(' ', 'O', 'X', ' ', 'X', 'O', ' ', 'X', 'O')","[ 5.66351796  0.          0.          8.55004903  0.          0.
 10.          0.          0.        ]"
"('O', 'O', 'X', ' ', 'O', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'O', ' ', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'X', 'O', 'O', ' ', 'X', 'X', 'O')","[ 4.74543128 -9.9999744   0.          0.          0.          1.80015134
  0.          0.          0.        ]"
"(' ', 'O', 'O', 'X', 'O', ' ', 'X', ' ', 'X')",[ 10.   0.   0.   0.   0. -10.   0.  10.   0.]
"(' ', ' ', 'X', 'X', 'O', ' ', 'X', 'O', 'O')","[10.          5.72602368  0.          0.          0.         -9.99999898
  0.          0.          0.        ]"
"('O', ' ', 'X', 'O', 'O', ' ', 'X', ' ', 'X')","[ 0.         -9.22123969  0.          0.          0.         10.
  0.         10.          0.        ]"
"('X', 'O', 'O', ' ', 'O', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'O', ' ', ' ', 'X', 'O', 'O', 'X')","[ 0.          8.74995712  0.         -6.724224   10.          0.
  0.          0.          0.        ]"
"('X', ' ', 'O', ' ', 'X', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'X', 'X', 'X', 'O', 'O', ' ', ' ')","[0.         4.78161804 0.         0.         0.         0.
 0.         4.75754902 4.75      ]"
"('O', ' ', 'X', 'O', 'X', ' ', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', 'X', ' ', 'X', 'O', 'X', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', ' ', ' ', 'O', 'O', 'X', 'X', ' ')","[ 0.          0.         -9.24496161 10.          0.          0.
  0.          0.         10.        ]"
"(' ', 'O', 'X', 'X', ' ', 'O', 'O', 'X', ' ')",[4.75 0.   0.   0.   0.   0.   0.   0.   3.8 ]
"('O', ' ', 'O', 'X', 'O', 'X', 'X', ' ', ' ')","[ 0.         -9.90556828  0.          0.          0.          0.
  0.         -9.99999488 -9.88581351]"
"('X', ' ', 'O', ' ', 'X', ' ', 'X', 'O', 'O')","[ 0.          4.63656891  0.         10.          0.          5.51029388
  0.          0.          0.        ]"
"(' ', 'O', 'X', 'O', 'O', 'X', 'X', ' ', ' ')","[ 4.6321827   0.          0.          0.          0.          0.
  0.          4.75632369 10.        ]"
"('O', 'X', ' ', ' ', 'O', 'X', ' ', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', ' ', ' ', ' ', 'X', 'X', 'X', 'O')","[ 0.          0.         -9.87015808 -9.99936     6.3500381   0.
  0.          0.          0.        ]"
"(' ', ' ', 'O', 'X', 'X', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', 'X', ' ', ' ', 'O', 'X', 'O')","[4.74848    0.         0.         0.         4.90326699 4.75758793
 0.         0.         0.        ]"
"(' ', 'X', ' ', 'O', 'O', 'X', 'X', ' ', 'O')","[ 9.49975445  0.         -9.22100672  0.          0.          0.
  0.         -7.0507625   0.        ]"
"('O', 'X', ' ', ' ', ' ', 'O', 'X', 'X', 'O')","[ 0.        0.        9.374976 -9.999872 10.        0.        0.
  0.        0.      ]"
"('O', ' ', 'O', 'X', 'X', 'X', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', ' ', 'X', 'O', 'O', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', 'X', 'O', 'X', 'X', 'O', ' ')","[10.          5.69240204  0.          0.          0.          0.
  0.          0.         -9.99607194]"
"('O', 'X', 'X', 'O', ' ', 'O', ' ', 'X', ' ')",[ 0.   0.   0.   0.  10.   0.  -9.6  0.  -9.6]
"('X', ' ', 'O', 'O', ' ', 'X', 'X', 'O', ' ')","[0.         4.75       0.         0.         4.75633497 0.
 0.         0.         9.34794115]"
"(' ', ' ', 'X', 'X', 'O', 'O', 'X', 'O', ' ')","[10.          4.75127672  0.          0.          0.          0.
  0.          0.          2.27671245]"
"(' ', 'O', ' ', 'X', 'O', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'O', 'O', 'X', ' ', 'X', ' ', 'X')","[ 0.          8.58799757  0.          0.          0.          2.38981749
  0.         10.          0.        ]"
"('X', ' ', 'O', 'X', ' ', ' ', 'O', 'O', 'X')","[ 0.         -9.34504953  0.          0.         10.          5.62520799
  0.          0.          0.        ]"
"('O', 'X', ' ', 'O', 'O', 'X', ' ', ' ', 'X')","[ 0.          0.         10.          0.          0.          0.
  9.5         6.22923967  0.        ]"
"('O', ' ', 'X', 'X', 'O', 'O', 'X', ' ', ' ')","[ 0.         -9.50534254  0.          0.          0.          0.
  0.         -9.25115015  8.70954941]"
"('O', 'O', 'O', 'X', ' ', 'X', ' ', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', ' ', 'X', ' ', 'O', ' ', 'O', 'O')","[ 0.       0.       9.99936  0.      -9.9968   0.      10.       0.
  0.     ]"
"('O', ' ', 'X', 'O', 'X', 'X', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'X', 'X', ' ', 'O', 'O', 'X', ' ')","[0.         4.75637426 0.         0.         9.49269427 0.
 0.         0.         4.75      ]"
"(' ', 'O', 'O', 'X', 'X', ' ', 'O', 'X', ' ')","[ 9.5         0.          0.          0.          0.         10.
  0.          0.         -9.87519967]"
"(' ', 'O', 'O', 'X', 'X', 'X', 'O', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', 'O', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', 'O', 'O', ' ', 'X', 'X')","[-9.42888731  0.          0.          4.75029425  0.          0.
 10.          0.          0.        ]"
"('O', 'O', 'O', ' ', 'X', ' ', ' ', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'O', 'X', 'O', ' ', 'X', ' ', 'O')",[ 10.      0.      0.      0.      0.      9.369   0.    -10.      0.   ]
"('X', 'O', 'X', 'O', ' ', 'X', ' ', 'O', ' ')","[ 0.         0.         0.         0.         9.5        0.
  8.8450476  0.        10.       ]"
"('O', 'O', 'O', 'X', ' ', ' ', ' ', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', 'X', 'X', 'O', 'O', ' ', 'X')","[10.          0.          5.54040973  0.          0.          0.
  0.          9.3175494   0.        ]"
"(' ', 'O', 'X', 'X', 'O', ' ', 'O', ' ', 'X')","[-9.9054417  0.         0.         0.         0.        10.
  0.         5.6936164  0.       ]"
"('O', ' ', ' ', ' ', 'O', 'X', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', ' ', 'O', 'X', 'X', ' ', ' ', 'X')","[ 0.          0.         10.          0.          0.          0.
  5.7557522  -9.99999999  0.        ]"
"(' ', 'O', ' ', 'X', 'O', ' ', 'O', 'X', 'X')","[ 4.74604032  0.          5.66959992  0.          0.         -6.74996001
  0.          0.          0.        ]"
"(' ', ' ', 'O', 'X', ' ', 'O', 'X', 'O', 'X')","[10.          4.90954152  0.          0.          5.54069426  0.
  0.          0.          0.        ]"
"('X', ' ', 'O', 'X', ' ', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'X', 'O', ' ', ' ', 'X', 'O', 'O')","[ 9.99999996  0.          0.          0.         10.          9.49696
  0.          0.          0.        ]"
"('X', 'O', ' ', ' ', 'O', ' ', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', 'O', ' ', 'O', 'X', ' ', ' ', 'O')","[ 0.          0.          0.         -6.87995206  0.          0.
  8.73975671  1.91418649  0.        ]"
"(' ', 'X', 'O', 'O', ' ', 'X', ' ', 'X', 'O')","[ 4.7117568   0.          0.          0.         10.          0.
  4.77887997  0.          0.        ]"
"(' ', 'O', ' ', ' ', 'X', 'O', ' ', ' ', 'X')","[10.          0.          9.5         9.49599605  0.          0.
  9.5         9.5         0.        ]"
"('X', ' ', 'O', 'O', 'X', 'O', ' ', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'X', 'X', 'O', ' ', 'X', 'O', ' ')","[  0.          -9.42981645   0.           0.           0.
 -10.           0.           0.          -7.61655128]"
"(' ', 'O', 'X', ' ', 'O', 'X', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', 'X', ' ', 'O', 'O', ' ', 'X', ' ')","[ 0.          0.          0.          8.70351758  0.          0.
 -9.96980646  0.         -9.99543128]"
"('X', 'O', ' ', 'O', 'O', ' ', 'X', 'X', ' ')","[ 0.          0.         -7.63905605  0.          0.          4.78070351
  0.          0.         10.        ]"
"('X', ' ', 'O', ' ', 'X', 'X', 'O', 'O', ' ')","[ 0.         -9.97400166  0.         10.          0.          0.
  0.          0.         10.        ]"
"(' ', 'O', 'X', 'O', 'X', 'X', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', 'X', 'O', 'O', ' ', 'O', 'X')","[9.5        0.         5.69994941 0.         0.         0.
 9.49993928 0.         0.        ]"
"('O', ' ', ' ', 'X', 'X', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', 'O', 'O', 'X', ' ', 'X', 'O')","[ 5.54064522  0.         -9.22519265  0.          0.          0.
 -7.1679744   0.          0.        ]"
"('X', ' ', 'O', 'O', ' ', 'X', 'X', ' ', 'O')",[0.      4.75    0.      0.      4.74848 0.      0.      4.74848 0.     ]
"(' ', 'X', ' ', 'O', 'X', ' ', 'O', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', ' ', 'X', ' ', 'O', 'X', 'X', ' ')","[ 0.          0.          9.5         0.         -6.22480192  0.
  0.          0.         10.        ]"
"(' ', 'X', 'X', ' ', 'O', 'O', 'X', ' ', 'O')","[10.          0.          0.         -9.37476198  0.          0.
  0.         -9.99999996  0.        ]"
"('O', 'X', ' ', 'X', 'X', 'O', ' ', 'O', ' ')","[0.         0.         5.51759992 0.         0.         0.
 4.75633527 0.         4.75      ]"
"('O', 'X', ' ', 'O', 'X', ' ', ' ', 'O', 'X')","[ 0.          0.         -9.22500038  0.          0.         -9.9953105
  5.66958794  0.          0.        ]"
"('O', ' ', ' ', 'X', 'O', 'O', 'X', ' ', 'X')","[ 0.          8.58799018  9.49391998  0.          0.          0.
  0.         10.          0.        ]"
"('O', 'O', ' ', 'O', 'X', 'X', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', 'O', 'X', ' ', 'X', 'O', 'O')","[ 9.46808195  0.         10.          0.          0.          8.55612874
  0.          0.          0.        ]"
"('O', ' ', 'X', 'O', 'X', ' ', ' ', 'X', 'O')","[ 0.         10.          0.          0.          0.         -6.1311982
  9.99999999  0.          0.        ]"
"('X', ' ', 'O', 'X', ' ', 'X', 'O', ' ', 'O')","[ 0.         -9.99999488  0.          0.         10.          0.
  0.          6.37498368  0.        ]"
"(' ', 'O', ' ', 'X', 'X', 'X', 'O', ' ', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', ' ', 'O', 'O', ' ', 'X', 'X')","[ 0.          0.          4.1796413   9.46929843  0.          0.
 10.          0.          0.        ]"
"('O', ' ', 'X', ' ', 'X', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'X', 'O', ' ', 'O', 'O', 'X', 'X')","[-9.96904155 -9.99999488  0.          0.          8.8700092   0.
  0.          0.          0.        ]"
"('X', ' ', ' ', 'O', ' ', 'X', 'X', 'O', 'O')","[0.         9.49998831 9.5        0.         9.49240195 0.
 0.         0.         0.        ]"
"('X', ' ', ' ', 'X', 'X', 'O', 'O', ' ', 'O')","[ 0.         -9.99999488  4.16000025  0.          0.          0.
  0.         -9.99999371  0.        ]"
"('X', 'O', 'X', ' ', 'X', 'O', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'X', 'X', ' ', ' ', ' ', 'O', 'X')","[ 0.          0.          0.          0.          9.49999996 10.
  5.73101568  0.          0.        ]"
"('O', 'O', 'X', 'X', 'O', 'X', ' ', ' ', ' ')","[ 0.          0.          0.          0.          0.          0.
 -9.99999898 -6.72903389 10.        ]"
"('X', ' ', 'O', ' ', 'O', 'X', 'X', 'O', ' ')","[ 0.          8.58677388  0.         10.          0.          0.
  0.          0.          1.91799855]"
"('O', ' ', 'X', 'X', 'O', 'X', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'O', ' ', ' ', 'X', 'O', 'X', 'X')",[  0. -10.   0. -10. -10.   0.   0.   0.   0.]
"('O', 'O', 'X', ' ', 'O', 'X', ' ', 'X', ' ')","[ 0.          0.          0.         -9.24598275  0.          0.
  5.616       0.         10.        ]"
"('X', 'O', ' ', ' ', ' ', 'O', 'X', 'O', 'X')","[ 0.         0.        -9.3460476 10.        10.         0.
  0.         0.         0.       ]"
"('O', 'O', ' ', 'X', 'X', ' ', ' ', 'O', 'X')","[ 0.          0.          9.49999498  0.          0.         10.
  5.600128    0.          0.        ]"
"('X', 'O', 'X', 'X', 'O', ' ', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', 'X', 'X', 'X', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', 'X', 'X', 'O', ' ', 'O', 'O')","[-9.99936     0.         -9.99975845  0.          0.          0.
 -9.24995238  0.          0.        ]"
"(' ', 'O', 'O', 'O', ' ', 'X', 'X', 'X', ' ')","[ 5.69873489  0.          0.          0.          4.164416    0.
  0.          0.         10.        ]"
"(' ', 'X', 'O', 'O', 'O', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'O', 'X', ' ', 'X', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', 'X', 'O', ' ', 'O', 'X', ' ')","[ 0.          0.          4.63656142  0.          0.         -9.984
  0.          0.         -9.90544268]"
"('X', 'O', 'X', 'X', 'O', ' ', 'O', ' ', ' ')","[ 0.          0.          0.          0.          0.          4.73111999
  0.          4.75       -7.05075521]"
"('O', 'X', 'X', 'O', ' ', ' ', 'X', ' ', 'O')","[ 0.          0.          0.          0.         10.          9.37396037
  0.         -9.25095936  0.        ]"
"('O', 'X', ' ', 'X', ' ', 'X', 'O', ' ', 'O')","[ 0.          0.         -9.9968      0.         10.          0.
  0.         -6.80000016  0.        ]"
"('X', 'O', ' ', ' ', 'O', 'O', ' ', 'X', 'X')","[ 0.          0.         -9.90541875  8.70351025  0.          0.
 10.          0.          0.        ]"
"('X', 'O', 'O', 'X', ' ', ' ', 'O', ' ', 'X')","[ 0.          0.          0.          0.         10.         -9.34604793
  0.          6.24900014  0.        ]"
"(' ', 'X', ' ', 'O', ' ', 'O', 'X', 'X', 'O')",[-9.92  0.    5.68  0.   10.    0.    0.    0.    0.  ]
"('O', ' ', 'X', 'X', 'O', 'X', ' ', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'X', 'X', 'O', 'X', ' ', 'O', ' ')","[ 0.         -9.87497472  0.          0.          0.          0.
 -9.999872    0.         10.        ]"
"(' ', 'O', 'X', ' ', ' ', 'O', 'O', 'X', 'X')","[8.73241214 0.         0.         4.75       4.75147089 0.
 0.         0.         0.        ]"
"(' ', ' ', 'O', 'O', 'O', 'X', 'X', ' ', 'X')","[ 9.49386155  8.58069379  0.          0.          0.          0.
  0.         10.          0.        ]"
"('O', ' ', 'O', 'X', ' ', ' ', 'O', 'X', 'X')","[ 0.         -9.99999169  0.          0.         -9.874992   -9.99999488
  0.          0.          0.        ]"
"('X', ' ', 'O', 'O', 'O', ' ', 'X', ' ', 'X')","[ 0.          4.25821371  0.          0.          0.          8.70808195
  0.         10.          0.        ]"
"('X', 'X', 'O', ' ', 'O', 'O', ' ', 'X', ' ')",[  0.   0.   0. -10.   0.   0. -10.   0. -10.]
"(' ', 'O', 'O', 'X', 'X', 'O', ' ', 'X', ' ')","[-6.74920762  0.          0.          0.          0.          0.
 -9.9999744   0.         -9.9998    ]"
"('O', 'O', 'X', 'X', 'X', ' ', 'O', ' ', ' ')","[ 0.          0.          0.          0.          0.         10.
  0.          8.70346155  5.66808974]"
"('X', ' ', 'O', ' ', ' ', 'O', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'O', 'O', ' ', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', 'O', 'X', 'O', 'X', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', 'O', 'O', 'O', ' ', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'O', ' ', ' ', 'X', ' ', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', 'X', 'X', ' ', 'O', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'O', 'O', ' ', 'X', 'X', ' ', 'X')","[ 0.          5.54654041  0.          0.          1.89818355  0.
  0.         10.          0.        ]"
"(' ', ' ', 'O', 'O', 'X', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'X', 'O', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', 'O', 'O', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', 'X', 'O', ' ', ' ', 'X', 'O')","[ 8.70813839  0.          0.          0.          0.          4.27419374
 -6.12596806  0.          0.        ]"
"(' ', 'O', ' ', 'X', ' ', 'X', 'X', 'O', 'O')","[ 9.99999996  0.         -6.25475392  0.         10.          0.
  0.          0.          0.        ]"
"('O', ' ', ' ', 'O', 'X', ' ', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', 'O', 'O', ' ', 'O', 'X', 'X')","[  0.         -10.          -9.24999202   0.           0.
   6.35000806   0.           0.           0.        ]"
"(' ', 'X', ' ', 'O', 'X', 'X', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'O', ' ', ' ', 'X', 'X', 'O', 'X')","[-9.25119035  0.          0.         -9.99999898  8.72020928  0.
  0.          0.          0.        ]"
"(' ', 'X', 'O', 'X', 'X', 'O', ' ', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', ' ', ' ', ' ', 'X', 'X', 'O', 'X')","[ 0.          0.         10.         -9.99999488 -9.99899648  0.
  0.          0.          0.        ]"
"(' ', ' ', 'X', 'X', ' ', 'X', 'O', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', 'O', 'X', 'O', 'X', ' ')","[ 5.51145967  0.          0.          9.49391991  0.          0.
  0.          0.         10.        ]"
"('O', ' ', 'X', 'O', ' ', 'X', ' ', 'X', 'O')","[ 0.         -9.999872    0.          0.         -9.87515814  0.
 -9.9949984   0.          0.        ]"
"('O', ' ', 'X', 'O', ' ', 'X', 'X', 'O', ' ')","[ 0.        9.5       0.        0.       10.        0.        0.
  0.        9.999872]"
"('O', ' ', 'O', 'O', ' ', 'X', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'O', 'O', ' ', 'O', ' ', 'X', 'X')","[-9.87395201  0.          0.          0.         10.          0.
  9.99999898  0.          0.        ]"
"('X', 'X', ' ', 'O', 'X', 'O', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'O', ' ', 'X', 'X', 'X', 'O')","[ 0.          6.25015844 -6.128       0.          9.5         0.
  0.          0.          0.        ]"
"('O', ' ', 'X', 'X', 'O', ' ', ' ', 'O', 'X')","[ 0.          4.75729608  0.          0.          0.         10.
  4.27331045  0.          0.        ]"
"(' ', 'X', 'O', 'O', 'O', 'X', ' ', ' ', 'X')","[-9.98108371  0.          0.          0.          0.          0.
  9.34677186 -6.84992     0.        ]"
"(' ', 'X', 'O', 'X', ' ', 'O', 'X', 'O', ' ')","[10.       0.       0.       0.       4.7424   0.       0.       0.
  8.58496]"
"('O', ' ', 'X', ' ', 'O', 'O', 'X', 'X', ' ')","[ 0.         -9.9968      0.          8.87579935  0.          0.
  0.          0.         10.        ]"
"(' ', 'X', 'X', 'X', ' ', 'O', 'O', ' ', 'O')","[10.          0.          0.          0.         -9.875072    0.
  0.          9.49999903  0.        ]"
